Year,Budget (in Billion $),Success Rate (%),Duration (in Days),Num_Collaborators,Tech_Maturity,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Satellite Type_Navigation,Satellite Type_Research,Satellite Type_Spy,Satellite Type_Weather,Environmental Impact_Low,Environmental Impact_Medium,Tech_Budget_Power
2020,7.92,76.0,152,2,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,7.92
2002,39.45,87.0,233,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,39.45
2017,6.2,76.0,29,1,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.2
2001,8.24,89.0,189,3,3.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,24.72
2004,38.34,99.0,218,1,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,115.02000000000001
2003,21.31,60.0,225,3,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,85.24
2002,22.58,89.0,163,3,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,22.58
2006,5.53,89.0,306,2,1.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,5.53
2006,2.19,85.0,292,2,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,2.19
2000,15.51,56.0,332,3,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,15.51
2000,30.58,83.0,76,3,3.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,91.74
2009,16.47,56.0,104,2,3.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,49.41
2005,7.17,84.0,68,2,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,21.509999999999998
2013,13.72,89.0,15,2,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,13.72
2025,9.92,55.0,28,2,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,19.84
2025,28.78,55.0,330,1,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,28.78
2017,45.04,54.0,144,3,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,45.04
2003,11.91,62.0,246,1,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,23.82
2004,44.52,83.0,214,2,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,44.52
2018,36.28,51.0,237,3,4.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,145.12
2012,9.48,93.0,305,1,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,28.44
2004,20.44,54.0,167,1,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,20.44
2016,32.58,97.0,248,2,2.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,65.16
2023,26.23,69.0,327,2,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52.46
2021,42.24,57.0,154,1,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,42.24
2023,14.39,97.0,51,2,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.39
2004,44.1,68.0,307,2,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,132.3
2013,47.12,95.0,251,2,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,47.12
2009,43.25,52.0,57,1,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,43.25
2009,17.12,55.0,63,1,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,17.12
2013,43.65,59.0,365,3,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,43.65
2000,45.66,62.0,252,2,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,182.64
2005,48.27,52.0,169,2,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,144.81
2025,12.36,83.0,169,3,4.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,49.44
2021,10.88,71.0,153,2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,21.76
2021,6.92,58.0,93,3,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,6.92
2007,40.83,81.0,237,2,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,81.66
2024,25.15,52.0,216,1,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,75.44999999999999
2005,11.98,100.0,62,1,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,11.98
2001,36.75,59.0,40,1,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,110.25
2015,30.25,87.0,107,3,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,121.0
2020,10.76,91.0,343,3,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10.76
2022,25.22,64.0,144,1,4.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,100.88
2009,27.3,56.0,321,1,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,27.3
2024,46.96,54.0,235,1,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,46.96
2004,31.82,83.0,78,2,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,127.28
2024,6.81,74.0,177,3,2.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,13.62
2015,41.19,58.0,48,3,3.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,123.57
2003,49.23,56.0,113,2,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,147.69
2020,4.63,93.0,178,3,4.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.52
2005,30.4,61.0,10,1,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,121.6
2014,41.51,64.0,96,1,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,83.02
2022,8.01,96.0,179,2,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,24.03
2022,44.18,54.0,316,3,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,132.54
2009,12.38,79.0,311,1,2.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,24.76
2022,5.02,97.0,311,2,3.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,15.059999999999999
2012,27.52,100.0,153,3,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,55.04
2024,49.53,56.0,36,3,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,49.53
2017,3.81,53.0,6,1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,15.24
2025,25.13,71.0,238,1,2.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,50.26
2000,40.44,79.0,209,2,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,80.88
2025,30.99,56.0,208,1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,92.97
2021,41.84,62.0,166,2,2.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,83.68
2025,27.23,62.0,205,1,3.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,81.69
2003,14.7,71.0,281,3,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,29.4
2005,38.42,84.0,203,3,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,115.26
2016,33.18,63.0,221,3,4.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,132.72
2001,18.89,52.0,291,3,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,37.78
2022,8.51,50.0,353,3,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,25.53
2011,16.98,95.0,98,2,3.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,50.94
2006,19.32,84.0,209,2,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,57.96
2008,6.53,87.0,315,3,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6.53
2015,38.21,56.0,341,2,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,152.84
2009,24.06,57.0,73,1,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,72.17999999999999
2025,9.87,91.0,255,3,2.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,19.74
2012,4.82,50.0,52,3,3.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,14.46
2010,31.77,70.0,295,3,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,63.54
2011,30.07,56.0,97,3,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,90.21000000000001
2004,31.87,53.0,223,3,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,127.48
2012,38.56,86.0,151,3,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,38.56
2008,7.53,100.0,205,2,3.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,22.59
2011,42.35,66.0,110,2,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127.05000000000001
2007,46.16,74.0,133,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,46.16
2000,31.98,67.0,203,1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,95.94
2007,1.62,65.0,234,2,2.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,3.24
2020,5.01,99.0,90,3,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,15.03
2002,22.01,52.0,195,3,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,22.01
